Test Date,County,New Positives,Cumulative Number of Positives,Total Number of Tests Performed,Cumulative Number of Tests Performed,Test % Positive,Geography
04/17/2020,Albany,29,648,291,6727,9.97%,COUNTY
04/17/2020,Allegany,1,30,15,348,6.67%,COUNTY
04/17/2020,Bronx,984,28019,2597,56443,37.89%,COUNTY
04/17/2020,Broome,8,186,64,1331,12.50%,COUNTY
04/17/2020,Capital Region,76,1648,685,17155,11.09%,REGION
04/17/2020,Cattaraugus,0,34,15,454,0.00%,COUNTY
04/17/2020,Cayuga,0,36,9,597,0.00%,COUNTY
04/17/2020,Central New York,9,703,200,9857,4.50%,REGION
04/17/2020,Chautauqua,0,25,22,607,0.00%,COUNTY
04/17/2020,Chemung,1,72,32,884,3.13%,COUNTY
04/17/2020,Chenango,1,77,11,462,9.09%,COUNTY
04/17/2020,Clinton,1,48,16,505,6.25%,COUNTY
04/17/2020,Columbia,4,105,32,838,12.50%,COUNTY
04/17/2020,Cortland,0,25,19,816,0.00%,COUNTY
04/17/2020,Delaware,1,49,8,412,12.50%,COUNTY
04/17/2020,Dutchess,59,2201,381,9824,15.49%,COUNTY
04/17/2020,Erie,68,1997,262,8282,25.95%,COUNTY
04/17/2020,Essex,1,16,5,201,20.00%,COUNTY
04/17/2020,Finger Lakes,51,1354,383,12373,13.32%,REGION
04/17/2020,Franklin,0,13,9,239,0.00%,COUNTY
04/17/2020,Fulton,0,27,7,429,0.00%,COUNTY
04/17/2020,Genesee,4,87,13,579,30.77%,COUNTY
04/17/2020,Greene,5,82,28,629,17.86%,COUNTY
04/17/2020,Hamilton,0,3,1,27,0.00%,COUNTY
04/17/2020,Herkimer,1,47,18,470,5.56%,COUNTY
04/17/2020,Jefferson,0,50,16,1141,0.00%,COUNTY
04/17/2020,Kings,1058,35763,3016,72435,35.08%,COUNTY
04/17/2020,Lewis,0,8,0,189,0.00%,COUNTY
04/17/2020,Livingston,3,37,20,411,15.00%,COUNTY
04/17/2020,Long Island,1749,55323,5358,129563,32.64%,REGION
04/17/2020,Madison,0,105,6,772,0.00%,COUNTY
04/17/2020,Mid-Hudson,1183,42743,4208,128604,28.11%,REGION
04/17/2020,Mohawk Valley,12,443,133,4026,9.02%,REGION
04/17/2020,Monroe,33,1008,260,8766,12.69%,COUNTY
04/17/2020,Montgomery,1,34,4,350,25.00%,COUNTY
04/17/2020,Nassau,641,29180,1973,66635,32.49%,COUNTY
04/17/2020,New York,442,17932,1585,45111,27.89%,COUNTY
04/17/2020,New York City,3911,131263,11651,273302,33.57%,REGION
04/17/2020,Niagara,7,234,53,1221,13.21%,COUNTY
04/17/2020,North Country,4,236,53,3418,7.55%,REGION
04/17/2020,Oneida,7,268,85,1766,8.24%,COUNTY
04/17/2020,Onondaga,9,492,152,6693,5.92%,COUNTY
04/17/2020,Ontario,2,69,33,889,6.06%,COUNTY
04/17/2020,Orange,182,6266,575,18088,31.65%,COUNTY
04/17/2020,Orleans,7,41,14,313,50.00%,COUNTY
04/17/2020,Oswego,0,45,14,979,0.00%,COUNTY
04/17/2020,Otsego,3,47,18,711,16.67%,COUNTY
04/17/2020,Putnam,4,582,13,2151,30.77%,COUNTY
04/17/2020,Queens,1125,40216,3347,77066,33.61%,COUNTY
04/17/2020,Rensselaer,14,164,135,2194,10.37%,COUNTY
04/17/2020,Richmond,302,9333,1106,22247,27.31%,COUNTY
04/17/2020,Rockland,184,9171,610,21402,30.16%,COUNTY
04/17/2020,STATEWIDE,7090,236732,23309,596532,30.42%,STATEWIDE
04/17/2020,Saratoga,8,244,98,3171,8.16%,COUNTY
04/17/2020,Schenectady,9,259,38,2193,23.68%,COUNTY
04/17/2020,Schoharie,0,20,1,300,0.00%,COUNTY
04/17/2020,Schuyler,0,6,4,181,0.00%,COUNTY
04/17/2020,Seneca,0,18,2,241,0.00%,COUNTY
04/17/2020,Southern Tier,19,699,271,7322,7.01%,REGION
04/17/2020,St. Lawrence,2,98,6,1116,33.33%,COUNTY
04/17/2020,Steuben,6,160,92,980,6.52%,COUNTY
04/17/2020,Suffolk,1108,26143,3385,62928,32.73%,COUNTY
04/17/2020,Sullivan,19,524,92,2412,20.65%,COUNTY
04/17/2020,Tioga,2,32,16,418,12.50%,COUNTY
04/17/2020,Tompkins,0,117,44,2654,0.00%,COUNTY
04/17/2020,Ulster,32,820,239,5119,13.39%,COUNTY
04/17/2020,Warren,3,94,38,845,7.89%,COUNTY
04/17/2020,Washington,4,52,25,558,16.00%,COUNTY
04/17/2020,Wayne,0,49,7,709,0.00%,COUNTY
04/17/2020,Westchester,703,23179,2298,69608,30.59%,COUNTY
04/17/2020,Western New York,76,2320,367,10912,20.71%,REGION
04/17/2020,Wyoming,1,36,6,302,16.67%,COUNTY
04/17/2020,Yates,1,9,28,163,3.57%,COUNTY
04/16/2020,Albany,38,619,273,6436,13.92%,COUNTY
04/16/2020,Allegany,1,29,21,333,4.76%,COUNTY
04/16/2020,Bronx,1103,27035,2793,53846,39.49%,COUNTY
04/16/2020,Broome,11,178,82,1267,13.41%,COUNTY
04/16/2020,Capital Region,78,1572,581,16470,13.43%,REGION
04/16/2020,Cattaraugus,2,34,31,439,6.45%,COUNTY
04/16/2020,Cayuga,0,36,1,588,0.00%,COUNTY
04/16/2020,Central New York,23,694,225,9657,10.22%,REGION
04/16/2020,Chautauqua,1,25,32,585,3.13%,COUNTY
04/16/2020,Chemung,1,71,9,852,11.11%,COUNTY
04/16/2020,Chenango,3,76,16,451,18.75%,COUNTY
04/16/2020,Clinton,1,47,21,489,4.76%,COUNTY
04/16/2020,Columbia,2,101,20,806,10.00%,COUNTY
04/16/2020,Cortland,1,25,13,797,7.69%,COUNTY
04/16/2020,Delaware,1,48,10,404,10.00%,COUNTY
04/16/2020,Dutchess,57,2142,300,9443,19.00%,COUNTY
04/16/2020,Erie,79,1929,348,8020,22.70%,COUNTY
04/16/2020,Essex,3,15,6,196,50.00%,COUNTY
04/16/2020,Finger Lakes,54,1303,404,11990,13.37%,REGION
04/16/2020,Franklin,0,13,3,230,0.00%,COUNTY
04/16/2020,Fulton,2,27,16,422,12.50%,COUNTY
04/16/2020,Genesee,5,83,21,566,23.81%,COUNTY
04/16/2020,Greene,3,77,16,601,18.75%,COUNTY
04/16/2020,Hamilton,0,3,6,26,0.00%,COUNTY
04/16/2020,Herkimer,3,46,30,452,10.00%,COUNTY
04/16/2020,Jefferson,2,50,31,1125,6.45%,COUNTY
04/16/2020,Kings,1184,34705,3347,69419,35.37%,COUNTY
04/16/2020,Lewis,0,8,2,189,0.00%,COUNTY
04/16/2020,Livingston,2,34,18,391,11.11%,COUNTY
04/16/2020,Long Island,1620,53574,4882,124205,33.18%,REGION
04/16/2020,Madison,0,105,2,766,0.00%,COUNTY
04/16/2020,Mid-Hudson,1236,41560,3877,124396,31.88%,REGION
04/16/2020,Mohawk Valley,18,431,147,3893,12.24%,REGION
04/16/2020,Monroe,43,975,296,8506,14.53%,COUNTY
04/16/2020,Montgomery,1,33,10,346,10.00%,COUNTY
04/16/2020,Nassau,767,28539,2386,64662,32.15%,COUNTY
04/16/2020,New York,399,17490,1476,43526,27.03%,COUNTY
04/16/2020,New York City,4206,127352,11756,261651,35.78%,REGION
04/16/2020,Niagara,11,227,56,1168,19.64%,COUNTY
04/16/2020,North Country,9,232,85,3365,10.59%,REGION
04/16/2020,Oneida,12,261,82,1681,14.63%,COUNTY
04/16/2020,Onondaga,21,483,181,6541,11.60%,COUNTY
04/16/2020,Ontario,2,67,34,856,5.88%,COUNTY
04/16/2020,Orange,196,6084,512,17513,38.28%,COUNTY
04/16/2020,Orleans,0,34,4,299,0.00%,COUNTY
04/16/2020,Oswego,1,45,28,965,3.57%,COUNTY
04/16/2020,Otsego,0,44,9,693,0.00%,COUNTY
04/16/2020,Putnam,5,578,11,2138,45.45%,COUNTY
04/16/2020,Queens,1173,39091,3056,73719,38.38%,COUNTY
04/16/2020,Rensselaer,13,150,100,2059,13.00%,COUNTY
04/16/2020,Richmond,347,9031,1084,21141,32.01%,COUNTY
04/16/2020,Rockland,235,8987,678,20792,34.66%,COUNTY
04/16/2020,STATEWIDE,7358,229642,22644,573223,32.49%,STATEWIDE
04/16/2020,Saratoga,5,236,77,3073,6.49%,COUNTY
04/16/2020,Schenectady,5,250,35,2155,14.29%,COUNTY
04/16/2020,Schoharie,0,20,0,299,0.00%,COUNTY
04/16/2020,Schuyler,0,6,8,177,0.00%,COUNTY
04/16/2020,Seneca,0,18,3,239,0.00%,COUNTY
04/16/2020,Southern Tier,20,680,199,7051,10.05%,REGION
04/16/2020,St. Lawrence,3,96,16,1110,18.75%,COUNTY
04/16/2020,Steuben,0,154,25,888,0.00%,COUNTY
04/16/2020,Suffolk,853,25035,2496,59543,34.17%,COUNTY
04/16/2020,Sullivan,68,505,192,2320,35.42%,COUNTY
04/16/2020,Tioga,3,30,13,402,23.08%,COUNTY
04/16/2020,Tompkins,1,117,36,2610,2.78%,COUNTY
04/16/2020,Ulster,27,788,142,4880,19.01%,COUNTY
04/16/2020,Warren,10,91,41,807,24.39%,COUNTY
04/16/2020,Washington,2,48,19,533,10.53%,COUNTY
04/16/2020,Wayne,0,49,7,702,0.00%,COUNTY
04/16/2020,Westchester,648,22476,2042,67310,31.73%,COUNTY
04/16/2020,Western New York,94,2244,488,10545,19.26%,REGION
04/16/2020,Wyoming,1,35,11,296,9.09%,COUNTY
04/16/2020,Yates,1,8,10,135,10.00%,COUNTY
04/15/2020,Albany,33,581,301,6163,10.96%,COUNTY
04/15/2020,Allegany,0,28,8,312,0.00%,COUNTY
04/15/2020,Bronx,1279,25932,2939,51053,43.52%,COUNTY
04/15/2020,Broome,14,167,74,1185,18.92%,COUNTY
04/15/2020,Capital Region,70,1494,647,15889,10.82%,REGION
04/15/2020,Cattaraugus,0,32,14,408,0.00%,COUNTY
04/15/2020,Cayuga,0,36,10,587,0.00%,COUNTY
04/15/2020,Central New York,16,671,186,9432,8.60%,REGION
04/15/2020,Chautauqua,0,24,29,553,0.00%,COUNTY
04/15/2020,Chemung,1,70,18,843,5.56%,COUNTY
04/15/2020,Chenango,2,73,21,435,9.52%,COUNTY
04/15/2020,Clinton,1,46,17,468,5.88%,COUNTY
04/15/2020,Columbia,3,99,28,786,10.71%,COUNTY
04/15/2020,Cortland,1,24,17,784,5.88%,COUNTY
04/15/2020,Delaware,1,47,9,394,11.11%,COUNTY
04/15/2020,Dutchess,37,2085,314,9143,11.78%,COUNTY
04/15/2020,Erie,99,1850,394,7672,25.13%,COUNTY
04/15/2020,Essex,0,12,8,190,0.00%,COUNTY
04/15/2020,Finger Lakes,57,1249,339,11586,16.81%,REGION
04/15/2020,Franklin,0,13,11,227,0.00%,COUNTY
04/15/2020,Fulton,1,25,13,406,7.69%,COUNTY
04/15/2020,Genesee,2,78,12,545,16.67%,COUNTY
04/15/2020,Greene,1,74,16,585,6.25%,COUNTY
04/15/2020,Hamilton,0,3,0,20,0.00%,COUNTY
04/15/2020,Herkimer,3,43,23,422,13.04%,COUNTY
04/15/2020,Jefferson,1,48,33,1094,3.03%,COUNTY
04/15/2020,Kings,1552,33521,3724,66072,41.68%,COUNTY
04/15/2020,Lewis,1,8,7,187,14.29%,COUNTY
04/15/2020,Livingston,1,32,8,373,12.50%,COUNTY
04/15/2020,Long Island,1961,51954,5350,119323,36.65%,REGION
04/15/2020,Madison,0,105,7,764,0.00%,COUNTY
04/15/2020,Mid-Hudson,1411,40324,4541,120519,31.07%,REGION
04/15/2020,Mohawk Valley,7,413,93,3746,7.53%,REGION
04/15/2020,Monroe,48,932,259,8210,18.53%,COUNTY
04/15/2020,Montgomery,0,32,5,336,0.00%,COUNTY
04/15/2020,Nassau,1057,27772,2814,62276,37.56%,COUNTY
04/15/2020,New York,474,17091,1533,42050,30.92%,COUNTY
04/15/2020,New York City,4844,123146,12524,249895,38.68%,REGION
04/15/2020,Niagara,12,216,82,1112,14.63%,COUNTY
04/15/2020,North Country,4,223,124,3280,3.23%,REGION
04/15/2020,Oneida,3,249,32,1599,9.38%,COUNTY
04/15/2020,Onondaga,13,462,134,6360,9.70%,COUNTY
04/15/2020,Ontario,3,65,31,822,9.68%,COUNTY
04/15/2020,Orange,172,5888,521,17001,33.01%,COUNTY
04/15/2020,Orleans,1,34,5,295,20.00%,COUNTY
04/15/2020,Oswego,2,44,18,937,11.11%,COUNTY
04/15/2020,Otsego,0,44,15,684,0.00%,COUNTY
04/15/2020,Putnam,2,573,6,2127,33.33%,COUNTY
04/15/2020,Queens,1153,37918,3144,70663,36.67%,COUNTY
04/15/2020,Rensselaer,13,137,106,1959,12.26%,COUNTY
04/15/2020,Richmond,386,8684,1184,20057,32.60%,COUNTY
04/15/2020,Rockland,278,8752,830,20114,33.49%,COUNTY
04/15/2020,STATEWIDE,8505,222284,24567,550579,34.62%,STATEWIDE
04/15/2020,Saratoga,4,231,92,2996,4.35%,COUNTY
04/15/2020,Schenectady,8,245,45,2120,17.78%,COUNTY
04/15/2020,Schoharie,0,20,5,299,0.00%,COUNTY
04/15/2020,Schuyler,0,6,5,169,0.00%,COUNTY
04/15/2020,Seneca,0,18,2,236,0.00%,COUNTY
04/15/2020,Southern Tier,24,660,236,6852,10.17%,REGION
04/15/2020,St. Lawrence,1,93,48,1094,2.08%,COUNTY
04/15/2020,Steuben,3,154,20,863,15.00%,COUNTY
04/15/2020,Suffolk,904,24182,2536,57047,35.65%,COUNTY
04/15/2020,Sullivan,13,437,39,2128,33.33%,COUNTY
04/15/2020,Tioga,2,27,16,389,12.50%,COUNTY
04/15/2020,Tompkins,1,116,73,2574,1.37%,COUNTY
04/15/2020,Ulster,28,761,189,4738,14.81%,COUNTY
04/15/2020,Warren,4,81,35,766,11.43%,COUNTY
04/15/2020,Washington,4,46,24,514,16.67%,COUNTY
04/15/2020,Wayne,1,49,12,695,8.33%,COUNTY
04/15/2020,Westchester,881,21828,2642,65268,33.35%,COUNTY
04/15/2020,Western New York,111,2150,527,10057,21.06%,REGION
04/15/2020,Wyoming,0,34,8,285,0.00%,COUNTY
04/15/2020,Yates,1,7,2,125,50.00%,COUNTY
04/14/2020,Albany,13,548,106,5862,12.26%,COUNTY
04/14/2020,Allegany,0,28,10,304,0.00%,COUNTY
04/14/2020,Bronx,1387,24653,2622,48114,52.90%,COUNTY
04/14/2020,Broome,7,153,73,1111,9.59%,COUNTY
04/14/2020,Capital Region,43,1424,332,15242,12.95%,REGION
04/14/2020,Cattaraugus,0,32,11,394,0.00%,COUNTY
04/14/2020,Cayuga,3,36,10,577,30.00%,COUNTY
04/14/2020,Central New York,24,655,256,9246,9.38%,REGION
04/14/2020,Chautauqua,1,24,19,524,5.26%,COUNTY
04/14/2020,Chemung,5,69,43,825,11.63%,COUNTY
04/14/2020,Chenango,3,71,17,414,17.65%,COUNTY
04/14/2020,Clinton,0,45,8,451,0.00%,COUNTY
04/14/2020,Columbia,12,96,55,758,21.82%,COUNTY
04/14/2020,Cortland,1,23,6,767,16.67%,COUNTY
04/14/2020,Delaware,1,46,7,385,14.29%,COUNTY
04/14/2020,Dutchess,114,2048,487,8829,23.41%,COUNTY
04/14/2020,Erie,83,1751,326,7278,25.46%,COUNTY
04/14/2020,Essex,0,12,3,182,0.00%,COUNTY
04/14/2020,Finger Lakes,39,1192,444,11247,8.78%,REGION
04/14/2020,Franklin,0,13,4,216,0.00%,COUNTY
04/14/2020,Fulton,2,24,9,393,22.22%,COUNTY
04/14/2020,Genesee,0,76,15,533,0.00%,COUNTY
04/14/2020,Greene,7,73,25,569,28.00%,COUNTY
04/14/2020,Hamilton,0,3,0,20,0.00%,COUNTY
04/14/2020,Herkimer,1,40,9,399,11.11%,COUNTY
04/14/2020,Jefferson,0,47,1,1061,0.00%,COUNTY
04/14/2020,Kings,2663,31969,5103,62348,52.18%,COUNTY
04/14/2020,Lewis,0,7,0,180,0.00%,COUNTY
04/14/2020,Livingston,0,31,8,365,0.00%,COUNTY
04/14/2020,Long Island,2281,49993,5290,113973,43.12%,REGION
04/14/2020,Madison,1,105,4,757,25.00%,COUNTY
04/14/2020,Mid-Hudson,1212,38913,3557,115978,34.07%,REGION
04/14/2020,Mohawk Valley,20,406,112,3653,17.86%,REGION
04/14/2020,Monroe,34,884,353,7951,9.63%,COUNTY
04/14/2020,Montgomery,0,32,0,331,0.00%,COUNTY
04/14/2020,Nassau,1465,26715,3155,59462,46.43%,COUNTY
04/14/2020,New York,1737,16617,4068,40517,42.70%,COUNTY
04/14/2020,New York City,7837,118302,16210,237371,48.35%,REGION
04/14/2020,Niagara,7,204,57,1030,12.28%,COUNTY
04/14/2020,North Country,0,219,23,3156,0.00%,REGION
04/14/2020,Oneida,17,246,79,1567,21.52%,COUNTY
04/14/2020,Onondaga,18,449,219,6226,8.22%,COUNTY
04/14/2020,Ontario,1,62,25,791,4.00%,COUNTY
04/14/2020,Orange,138,5716,341,16480,40.47%,COUNTY
04/14/2020,Orleans,2,33,8,290,25.00%,COUNTY
04/14/2020,Oswego,1,42,17,919,5.88%,COUNTY
04/14/2020,Otsego,0,44,14,669,0.00%,COUNTY
04/14/2020,Putnam,13,571,43,2121,30.23%,COUNTY
04/14/2020,Queens,1712,36765,3674,67519,46.60%,COUNTY
04/14/2020,Rensselaer,4,124,42,1853,9.52%,COUNTY
04/14/2020,Richmond,338,8298,743,18873,45.49%,COUNTY
04/14/2020,Rockland,139,8474,371,19284,37.47%,COUNTY
04/14/2020,STATEWIDE,11571,213779,26869,526012,43.06%,STATEWIDE
04/14/2020,Saratoga,3,227,71,2904,4.23%,COUNTY
04/14/2020,Schenectady,2,237,18,2075,11.11%,COUNTY
04/14/2020,Schoharie,0,20,1,294,0.00%,COUNTY
04/14/2020,Schuyler,0,6,0,164,0.00%,COUNTY
04/14/2020,Seneca,0,18,1,234,0.00%,COUNTY
04/14/2020,Southern Tier,24,636,222,6616,10.81%,REGION
04/14/2020,St. Lawrence,0,92,7,1046,0.00%,COUNTY
04/14/2020,Steuben,4,151,24,843,16.67%,COUNTY
04/14/2020,Suffolk,816,23278,2135,54511,38.22%,COUNTY
04/14/2020,Sullivan,9,424,37,2089,24.32%,COUNTY
04/14/2020,Tioga,1,25,14,373,7.14%,COUNTY
04/14/2020,Tompkins,3,115,44,2501,6.82%,COUNTY
04/14/2020,Ulster,43,733,259,4549,16.60%,COUNTY
04/14/2020,Warren,0,77,7,731,0.00%,COUNTY
04/14/2020,Washington,2,42,8,490,25.00%,COUNTY
04/14/2020,Wayne,0,48,20,683,0.00%,COUNTY
04/14/2020,Westchester,756,20947,2019,62626,37.44%,COUNTY
04/14/2020,Western New York,91,2039,423,9530,21.51%,REGION
04/14/2020,Wyoming,2,34,9,277,22.22%,COUNTY
04/14/2020,Yates,0,6,5,123,0.00%,COUNTY
04/13/2020,Albany,36,535,216,5756,16.67%,COUNTY
04/13/2020,Allegany,2,28,14,294,14.29%,COUNTY
04/13/2020,Bronx,1061,23266,2294,45492,46.25%,COUNTY
04/13/2020,Broome,13,146,90,1038,14.44%,COUNTY
04/13/2020,Capital Region,154,1381,946,14910,16.28%,REGION
04/13/2020,Cattaraugus,4,32,13,383,30.77%,COUNTY
04/13/2020,Cayuga,3,33,52,567,5.77%,COUNTY
04/13/2020,Central New York,26,631,334,8990,7.78%,REGION
04/13/2020,Chautauqua,0,23,8,505,0.00%,COUNTY
04/13/2020,Chemung,4,64,40,782,10.00%,COUNTY
04/13/2020,Chenango,3,68,36,397,8.33%,COUNTY
04/13/2020,Clinton,1,45,23,443,4.35%,COUNTY
04/13/2020,Columbia,4,84,30,703,13.33%,COUNTY
04/13/2020,Cortland,2,22,38,761,5.26%,COUNTY
04/13/2020,Delaware,3,45,48,378,6.25%,COUNTY
04/13/2020,Dutchess,53,1934,566,8342,9.36%,COUNTY
04/13/2020,Erie,44,1668,223,6952,19.73%,COUNTY
04/13/2020,Essex,0,12,24,179,0.00%,COUNTY
04/13/2020,Finger Lakes,53,1153,522,10803,10.15%,REGION
04/13/2020,Franklin,1,13,13,212,7.69%,COUNTY
04/13/2020,Fulton,1,22,75,384,1.33%,COUNTY
04/13/2020,Genesee,5,76,34,518,14.71%,COUNTY
04/13/2020,Greene,21,66,93,544,22.58%,COUNTY
04/13/2020,Hamilton,0,3,0,20,0.00%,COUNTY
04/13/2020,Herkimer,1,39,26,390,3.85%,COUNTY
04/13/2020,Jefferson,1,47,37,1060,2.70%,COUNTY
04/13/2020,Kings,902,29306,2055,57245,43.89%,COUNTY
04/13/2020,Lewis,1,7,11,180,9.09%,COUNTY
04/13/2020,Livingston,1,31,20,357,5.00%,COUNTY
04/13/2020,Long Island,1711,47712,4529,108683,37.78%,REGION
04/13/2020,Madison,3,104,50,753,6.00%,COUNTY
04/13/2020,Mid-Hudson,1375,37701,4425,112421,31.07%,REGION
04/13/2020,Mohawk Valley,37,386,406,3541,9.11%,REGION
04/13/2020,Monroe,27,850,304,7598,8.88%,COUNTY
04/13/2020,Montgomery,3,32,56,331,5.36%,COUNTY
04/13/2020,Nassau,892,25250,2283,56307,39.07%,COUNTY
04/13/2020,New York,379,14880,1206,36449,31.43%,COUNTY
04/13/2020,New York City,3702,110465,8710,221161,42.50%,REGION
04/13/2020,Niagara,8,197,48,973,16.67%,COUNTY
04/13/2020,North Country,7,219,137,3133,5.11%,REGION
04/13/2020,Oneida,23,229,100,1488,23.00%,COUNTY
04/13/2020,Onondaga,15,431,120,6007,12.50%,COUNTY
04/13/2020,Ontario,4,61,48,766,8.33%,COUNTY
04/13/2020,Orange,396,5578,1161,16139,34.11%,COUNTY
04/13/2020,Orleans,5,31,18,282,27.78%,COUNTY
04/13/2020,Oswego,3,41,74,902,4.05%,COUNTY
04/13/2020,Otsego,1,44,90,655,1.11%,COUNTY
04/13/2020,Putnam,56,558,217,2078,25.81%,COUNTY
04/13/2020,Queens,1068,35053,2430,63845,43.95%,COUNTY
04/13/2020,Rensselaer,7,120,79,1811,8.86%,COUNTY
04/13/2020,Richmond,292,7960,725,18130,40.28%,COUNTY
04/13/2020,Rockland,370,8335,779,18913,47.50%,COUNTY
04/13/2020,STATEWIDE,7177,202208,20786,499143,34.53%,STATEWIDE
04/13/2020,Saratoga,23,224,193,2833,11.92%,COUNTY
04/13/2020,Schenectady,31,235,232,2057,13.36%,COUNTY
04/13/2020,Schoharie,8,20,59,293,13.56%,COUNTY
04/13/2020,Schuyler,1,6,11,164,9.09%,COUNTY
04/13/2020,Seneca,2,18,33,233,6.06%,COUNTY
04/13/2020,Southern Tier,54,612,471,6394,11.46%,REGION
04/13/2020,St. Lawrence,3,92,29,1039,10.34%,COUNTY
04/13/2020,Steuben,24,147,90,819,26.67%,COUNTY
04/13/2020,Suffolk,819,22462,2246,52376,36.46%,COUNTY
04/13/2020,Sullivan,35,415,133,2052,26.32%,COUNTY
04/13/2020,Tioga,4,24,52,359,7.69%,COUNTY
04/13/2020,Tompkins,2,112,104,2457,1.92%,COUNTY
04/13/2020,Ulster,60,690,424,4290,14.15%,COUNTY
04/13/2020,Warren,29,77,67,724,43.28%,COUNTY
04/13/2020,Washington,3,40,36,482,8.33%,COUNTY
04/13/2020,Wayne,6,48,39,663,15.38%,COUNTY
04/13/2020,Westchester,405,20191,1145,60607,35.37%,COUNTY
04/13/2020,Western New York,58,1948,306,9107,18.95%,REGION
04/13/2020,Wyoming,1,32,21,268,4.76%,COUNTY
04/13/2020,Yates,2,6,5,118,40.00%,COUNTY
04/12/2020,Albany,21,499,193,5540,10.88%,COUNTY
04/12/2020,Allegany,0,26,5,280,0.00%,COUNTY
04/12/2020,Bronx,764,22205,1623,43198,47.07%,COUNTY
04/12/2020,Broome,7,133,39,948,17.95%,COUNTY
04/12/2020,Capital Region,46,1227,416,13964,11.06%,REGION
04/12/2020,Cattaraugus,0,28,6,370,0.00%,COUNTY
04/12/2020,Cayuga,1,30,5,515,20.00%,COUNTY
04/12/2020,Central New York,22,605,182,8656,12.09%,REGION
04/12/2020,Chautauqua,1,23,25,497,4.00%,COUNTY
04/12/2020,Chemung,0,60,9,742,0.00%,COUNTY
04/12/2020,Chenango,2,65,17,361,11.76%,COUNTY
04/12/2020,Clinton,1,44,9,420,11.11%,COUNTY
04/12/2020,Columbia,1,80,27,673,3.70%,COUNTY
04/12/2020,Cortland,2,20,18,723,11.11%,COUNTY
04/12/2020,Delaware,3,42,14,330,21.43%,COUNTY
04/12/2020,Dutchess,43,1881,499,7776,8.62%,COUNTY
04/12/2020,Erie,53,1624,182,6729,29.12%,COUNTY
04/12/2020,Essex,0,12,5,155,0.00%,COUNTY
04/12/2020,Finger Lakes,29,1100,202,10281,14.36%,REGION
04/12/2020,Franklin,0,12,6,199,0.00%,COUNTY
04/12/2020,Fulton,0,21,7,309,0.00%,COUNTY
04/12/2020,Genesee,2,71,7,484,28.57%,COUNTY
04/12/2020,Greene,1,45,14,451,7.14%,COUNTY
04/12/2020,Hamilton,0,3,1,20,0.00%,COUNTY
04/12/2020,Herkimer,1,38,29,364,3.45%,COUNTY
04/12/2020,Jefferson,0,46,24,1023,0.00%,COUNTY
04/12/2020,Kings,933,28404,2029,55190,45.98%,COUNTY
04/12/2020,Lewis,0,6,3,169,0.00%,COUNTY
04/12/2020,Livingston,0,30,5,337,0.00%,COUNTY
04/12/2020,Long Island,1632,46001,4236,104154,38.53%,REGION
04/12/2020,Madison,0,101,7,703,0.00%,COUNTY
04/12/2020,Mid-Hudson,960,36326,3063,107996,31.34%,REGION
04/12/2020,Mohawk Valley,12,349,138,3135,8.70%,REGION
04/12/2020,Monroe,25,823,157,7294,15.92%,COUNTY
04/12/2020,Montgomery,0,29,2,275,0.00%,COUNTY
04/12/2020,Nassau,805,24358,2072,54024,38.85%,COUNTY
04/12/2020,New York,356,14501,1033,35243,34.46%,COUNTY
04/12/2020,New York City,3555,106763,8053,212451,44.15%,REGION
04/12/2020,Niagara,6,189,29,925,20.69%,COUNTY
04/12/2020,North Country,5,212,95,2996,5.26%,REGION
04/12/2020,Oneida,11,206,61,1388,18.03%,COUNTY
04/12/2020,Onondaga,19,416,142,5887,13.38%,COUNTY
04/12/2020,Ontario,0,57,12,718,0.00%,COUNTY
04/12/2020,Orange,155,5182,492,14978,31.50%,COUNTY
04/12/2020,Orleans,1,26,6,264,16.67%,COUNTY
04/12/2020,Oswego,0,38,10,828,0.00%,COUNTY
04/12/2020,Otsego,0,43,35,565,0.00%,COUNTY
04/12/2020,Putnam,5,502,8,1861,62.50%,COUNTY
04/12/2020,Queens,1150,33985,2481,61415,46.35%,COUNTY
04/12/2020,Rensselaer,8,113,61,1732,13.11%,COUNTY
04/12/2020,Richmond,352,7668,887,17405,39.68%,COUNTY
04/12/2020,Rockland,244,7965,586,18134,41.64%,COUNTY
04/12/2020,STATEWIDE,6337,195031,16756,478357,37.82%,STATEWIDE
04/12/2020,Saratoga,5,201,61,2640,8.20%,COUNTY
04/12/2020,Schenectady,5,204,27,1825,18.52%,COUNTY
04/12/2020,Schoharie,0,12,4,234,0.00%,COUNTY
04/12/2020,Schuyler,0,5,1,153,0.00%,COUNTY
04/12/2020,Seneca,0,16,1,200,0.00%,COUNTY
04/12/2020,Southern Tier,16,558,124,5923,12.90%,REGION
04/12/2020,St. Lawrence,4,89,47,1010,8.51%,COUNTY
04/12/2020,Steuben,2,123,10,729,20.00%,COUNTY
04/12/2020,Suffolk,827,21643,2164,50130,38.22%,COUNTY
04/12/2020,Sullivan,22,380,73,1919,30.14%,COUNTY
04/12/2020,Tioga,1,20,3,307,33.33%,COUNTY
04/12/2020,Tompkins,1,110,31,2353,3.23%,COUNTY
04/12/2020,Ulster,18,630,242,3866,7.44%,COUNTY
04/12/2020,Warren,2,48,18,657,11.11%,COUNTY
04/12/2020,Washington,3,37,15,446,20.00%,COUNTY
