pruid,prname,prnameFR,date,reporting_week,reporting_year,update,numtotal,numtotal_last7,ratecases_total,numconf,numprob,numtests,numdeaths,numdeaths_last7,ratedeaths,ratecases_last7,ratedeaths_last7,numtotal_last14,numdeaths_last14,ratetotal_last14,ratedeaths_last14,avgcases_last7,avgincidence_last7,avgdeaths_last7,avgratedeaths_last7
59,British Columbia,Colombie-Britannique,25-04-2020,17,2020,1,1948,330,37.36,,,,100,22,1.92,6.33,0.42,503,42,9.65,0.81,47.14,0.9,3.14,0.06
48,Alberta,Alberta,25-04-2020,17,2020,1,4098,1528,92.23,,,,72,16,1.62,34.39,0.37,2441,33,54.94,0.75,218.27,4.91,2.35,0.05
47,Saskatchewan,Saskatchewan,25-04-2020,17,2020,1,349,36,29.58,,,,4,0,0.34,3.05,0,60,0,5.09,0,5.14,0.44,0,0
46,Manitoba,Manitoba,25-04-2020,17,2020,1,267,14,19.3,,,,6,1,0.43,1.01,0.07,25,2,1.81,0.14,2,0.14,0.14,0.01
35,Ontario,Ontario,25-04-2020,17,2020,1,13995,3985,94.39,,,,807,296,5.44,26.88,2,7347,555,49.55,3.74,569.29,3.84,42.29,0.29
24,Quebec,Québec,25-04-2020,17,2020,1,22244,4996,258.51,,,,1428,645,16.59,58.07,7.5,10896,1143,126.63,13.28,713.79,8.3,92.14,1.07
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,25-04-2020,17,2020,1,257,1,49.37,,,,3,0,0.58,0.19,0,16,1,3.07,0.11,0.14,0.03,0,0
13,New Brunswick,Nouveau-Brunswick,25-04-2020,17,2020,1,118,0,14.95,,,,0,0,0,0,0,6,0,0.76,0,0,0,0,0
12,Nova Scotia,Nouvelle-Écosse,25-04-2020,17,2020,1,849,198,85.57,,,,20,12,1.99,20,1.25,427,18,43,1.77,28.35,2.86,1.78,0.18
11,Prince Edward Island,Île-du-Prince-Édouard,25-04-2020,17,2020,1,27,1,16.17,,,,0,0,0,0.61,0,3,0,1.74,0,0.14,0.09,0,0
60,Yukon,Yukon,25-04-2020,17,2020,1,11,1,25.59,,,,0,0,0,3.1,0,3,0,6.98,0,0.19,0.44,0,0
61,Northwest Territories,Territoires du Nord-Ouest,25-04-2020,17,2020,1,5,0,10.99,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Nunavut,Nunavut,25-04-2020,17,2020,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,25-04-2020,17,2020,,13,0,,,,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,25-04-2020,17,2020,,44180,11091,115.52,,,,2439,993,6.38,29,2.6,21726,1793,56.81,4.69,1584.45,4.14,141.84,0.37
59,British Columbia,Colombie-Britannique,02-05-2020,18,2020,1,2171,223,41.64,,,,114,14,2.19,4.28,0.27,553,36,10.6,0.69,31.86,0.61,2,0.04
48,Alberta,Alberta,02-05-2020,18,2020,1,5446,1348,122.58,,,,95,23,2.14,30.34,0.52,2876,39,64.73,0.89,192.59,4.33,3.29,0.07
47,Saskatchewan,Saskatchewan,02-05-2020,18,2020,1,421,72,35.68,,,,6,2,0.51,6.1,0.17,108,2,9.15,0.17,10.29,0.87,0.29,0.02
46,Manitoba,Manitoba,02-05-2020,18,2020,1,280,13,20.23,,,,6,0,0.43,0.94,0,27,1,1.95,0.07,1.86,0.13,0,0
35,Ontario,Ontario,02-05-2020,18,2020,1,17119,3124,115.46,,,,1166,359,7.86,21.07,2.42,7109,655,47.95,4.42,446.29,3.01,51.29,0.35
24,Quebec,Québec,02-05-2020,18,2020,1,27630,5387,321.12,,,,2114,686,24.56,62.61,7.97,10384,1331,120.68,15.47,769.57,8.94,98,1.14
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,02-05-2020,18,2020,1,259,2,49.75,,,,3,0,0.58,0.38,0,3,0,0.58,0,0.29,0.05,0,0
13,New Brunswick,Nouveau-Brunswick,02-05-2020,18,2020,1,118,0,14.95,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
12,Nova Scotia,Nouvelle-Écosse,02-05-2020,18,2020,1,961,112,96.84,,,,34,14,3.43,11.28,1.44,310,27,31.28,2.69,15.98,1.61,2.04,0.21
11,Prince Edward Island,Île-du-Prince-Édouard,02-05-2020,18,2020,1,27,0,16.43,,,,0,0,0,0.26,0,1,0,0.87,0,0.06,0.04,0,0
60,Yukon,Yukon,02-05-2020,18,2020,1,11,0,25.59,,,,0,0,0,0,0,1,0,3.1,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,02-05-2020,18,2020,1,5,0,10.99,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Nunavut,Nunavut,02-05-2020,18,2020,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,02-05-2020,18,2020,,13,0,,,,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,02-05-2020,18,2020,,54462,10281,142.4,,,,3537,1098,9.25,26.88,2.87,21373,2091,55.88,5.47,1468.78,3.84,156.9,0.41
59,British Columbia,Colombie-Britannique,09-05-2020,19,2020,1,2330,159,44.69,,,,129,15,2.47,3.05,0.29,382,29,7.33,0.56,22.71,0.44,2.14,0.04
48,Alberta,Alberta,09-05-2020,19,2020,1,6151,705,138.45,,,,113,18,2.54,15.87,0.41,2053,41,46.22,0.92,100.76,2.27,2.57,0.06
47,Saskatchewan,Saskatchewan,09-05-2020,19,2020,1,553,132,46.87,,,,6,0,0.51,11.19,0,204,2,17.29,0.17,18.86,1.6,0,0
46,Manitoba,Manitoba,09-05-2020,19,2020,1,284,4,20.52,,,,7,1,0.51,0.29,0.07,17,1,1.23,0.07,0.57,0.04,0.14,0.01
35,Ontario,Ontario,09-05-2020,19,2020,1,19944,2825,134.52,,,,1585,419,10.69,19.05,2.83,5949,778,40.12,5.25,403.57,2.72,59.86,0.4
24,Quebec,Québec,09-05-2020,19,2020,1,32783,5152,381,,,,2826,713,32.85,59.88,8.29,10540,1399,122.49,16.26,736.07,8.55,101.86,1.18
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,09-05-2020,19,2020,1,260,1,49.95,,,,3,0,0.58,0.19,0,3,0,0.58,0,0.14,0.03,0,0
13,New Brunswick,Nouveau-Brunswick,09-05-2020,19,2020,1,120,2,15.2,,,,0,0,0,0.25,0,2,0,0.25,0,0.29,0.04,0,0
12,Nova Scotia,Nouvelle-Écosse,09-05-2020,19,2020,1,1009,49,101.74,,,,45,11,4.55,4.9,1.12,160,25,16.17,2.56,6.94,0.7,1.59,0.16
11,Prince Edward Island,Île-du-Prince-Édouard,09-05-2020,19,2020,1,27,0,16.43,,,,0,0,0,0,0,0,0,0.26,0,0,0,0,0
60,Yukon,Yukon,09-05-2020,19,2020,1,11,0,25.59,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,09-05-2020,19,2020,1,5,0,10.99,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Nunavut,Nunavut,09-05-2020,19,2020,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,09-05-2020,19,2020,,13,0,,,,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,09-05-2020,19,2020,,63491,9029,166.01,,,,4714,1177,12.33,23.61,3.08,19311,2275,50.49,5.95,1289.91,3.37,168.16,0.44
59,British Columbia,Colombie-Britannique,16-05-2020,20,2020,1,2428,98,46.57,,,,141,12,2.7,1.88,0.23,257,27,4.93,0.52,14,0.27,1.71,0.03
48,Alberta,Alberta,16-05-2020,20,2020,1,6557,406,147.58,,,,124,11,2.78,9.13,0.24,1111,29,25.01,0.65,57.96,1.3,1.55,0.03
47,Saskatchewan,Saskatchewan,16-05-2020,20,2020,1,591,38,50.09,,,,6,0,0.51,3.22,0,170,0,14.41,0,5.43,0.46,0,0
46,Manitoba,Manitoba,16-05-2020,20,2020,1,289,5,20.89,,,,7,0,0.51,0.36,0,9,1,0.65,0.07,0.71,0.05,0,0
35,Ontario,Ontario,16-05-2020,20,2020,1,22313,2369,150.5,,,,1842,257,12.42,15.98,1.73,5194,676,35.03,4.56,338.43,2.28,36.71,0.25
24,Quebec,Québec,16-05-2020,20,2020,1,37379,4596,434.41,,,,3482,655,40.46,53.41,7.61,9748,1368,113.3,15.9,656.57,7.63,93.57,1.09
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,16-05-2020,20,2020,1,260,0,49.95,,,,3,0,0.58,0,0,1,0,0.19,0,0,0,0,0
13,New Brunswick,Nouveau-Brunswick,16-05-2020,20,2020,1,120,0,15.2,,,,0,0,0,0,0,2,0,0.25,0,0,0,0,0
12,Nova Scotia,Nouvelle-Écosse,16-05-2020,20,2020,1,1036,27,104.44,,,,53,8,5.34,2.71,0.79,75,19,7.6,1.92,3.84,0.39,1.12,0.11
11,Prince Edward Island,Île-du-Prince-Édouard,16-05-2020,20,2020,1,27,0,16.43,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Yukon,Yukon,16-05-2020,20,2020,1,11,0,25.59,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,16-05-2020,20,2020,1,5,0,10.99,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Nunavut,Nunavut,16-05-2020,20,2020,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,16-05-2020,20,2020,,13,0,,,,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,16-05-2020,20,2020,,71029,7539,185.72,,,,5657,943,14.79,19.71,2.46,16568,2120,43.32,5.54,1076.94,2.82,134.67,0.35
59,British Columbia,Colombie-Britannique,23-05-2020,21,2020,1,2517,89,48.27,,,,157,16,3.01,1.71,0.31,187,28,3.59,0.54,12.71,0.24,2.29,0.04
48,Alberta,Alberta,23-05-2020,21,2020,1,6822,265,153.54,,,,134,11,3.02,5.96,0.24,670,21,15.09,0.48,37.82,0.85,1.51,0.03
47,Saskatchewan,Saskatchewan,23-05-2020,21,2020,1,630,39,53.4,,,,7,1,0.59,3.31,0.08,77,1,6.53,0.08,5.57,0.47,0.14,0.01
46,Manitoba,Manitoba,23-05-2020,21,2020,1,292,3,21.1,,,,7,0,0.51,0.22,0,8,0,0.58,0,0.43,0.03,0,0
35,Ontario,Ontario,23-05-2020,21,2020,1,25040,2727,168.89,,,,2028,186,13.68,18.39,1.25,5096,443,34.37,2.99,389.57,2.63,26.57,0.18
24,Quebec,Québec,23-05-2020,21,2020,1,41578,4200,483.22,,,,3924,443,45.61,48.81,5.15,8796,1098,102.22,12.76,599.93,6.97,63.29,0.74
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,23-05-2020,21,2020,1,260,0,49.95,,,,3,0,0.58,0,0,0,0,0,0,0,0,0,0
13,New Brunswick,Nouveau-Brunswick,23-05-2020,21,2020,1,121,1,15.33,,,,0,0,0,0.13,0,1,0,0.13,0,0.14,0.02,0,0
12,Nova Scotia,Nouvelle-Écosse,23-05-2020,21,2020,1,1049,13,105.71,,,,57,4,5.76,1.27,0.42,39,12,3.97,1.21,1.8,0.18,0.59,0.06
11,Prince Edward Island,Île-du-Prince-Édouard,23-05-2020,21,2020,1,27,0,16.43,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Yukon,Yukon,23-05-2020,21,2020,1,11,0,25.59,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,23-05-2020,21,2020,1,5,0,10.99,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Nunavut,Nunavut,23-05-2020,21,2020,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,23-05-2020,21,2020,,13,0,,,,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,23-05-2020,21,2020,,78365,7336,204.9,,,,6318,661,16.52,19.18,1.73,14874,1603,38.89,4.19,1047.97,2.74,94.39,0.25
59,British Columbia,Colombie-Britannique,30-05-2020,22,2020,1,2573,56,49.35,,,,164,7,3.14,1.07,0.13,145,23,2.78,0.44,8,0.15,1,0.02
48,Alberta,Alberta,30-05-2020,22,2020,1,6990,168,157.33,,,,141,7,3.18,3.79,0.16,433,18,9.75,0.4,24.06,0.54,1,0.02
47,Saskatchewan,Saskatchewan,30-05-2020,22,2020,1,645,15,54.67,,,,10,3,0.85,1.27,0.25,54,4,4.58,0.34,2.14,0.18,0.43,0.04
46,Manitoba,Manitoba,30-05-2020,22,2020,1,294,2,21.25,,,,7,0,0.51,0.14,0,5,0,0.36,0,0.29,0.02,0,0
35,Ontario,Ontario,30-05-2020,22,2020,1,27533,2493,185.7,,,,2227,199,15.02,16.81,1.34,5220,385,35.21,2.6,356.14,2.4,28.43,0.19
24,Quebec,Québec,30-05-2020,22,2020,1,44339,2760,515.3,,,,4502,578,52.32,32.08,6.71,6960,1020,80.89,11.86,394.36,4.58,82.5,0.96
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,30-05-2020,22,2020,1,261,1,50.14,,,,3,0,0.58,0.19,0,1,0,0.19,0,0.14,0.03,0,0
13,New Brunswick,Nouveau-Brunswick,30-05-2020,22,2020,1,129,8,16.35,,,,0,0,0,1.01,0,9,0,1.14,0,1.14,0.14,0,0
12,Nova Scotia,Nouvelle-Écosse,30-05-2020,22,2020,1,1055,7,106.37,,,,59,2,5.99,0.66,0.23,19,6,1.93,0.65,0.94,0.09,0.33,0.03
11,Prince Edward Island,Île-du-Prince-Édouard,30-05-2020,22,2020,1,27,0,16.43,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Yukon,Yukon,30-05-2020,22,2020,1,11,0,25.59,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,30-05-2020,22,2020,1,5,0,10.99,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Nunavut,Nunavut,30-05-2020,22,2020,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,30-05-2020,22,2020,,13,0,,,,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,30-05-2020,22,2020,,83876,5510,219.31,,,,7114,796,18.6,14.41,2.08,12846,1456,33.59,3.81,787.21,2.06,113.68,0.3
59,British Columbia,Colombie-Britannique,06-06-2020,23,2020,1,2632,59,50.48,,,,167,3,3.2,1.13,0.06,115,10,2.21,0.19,8.43,0.16,0.43,0.01
48,Alberta,Alberta,06-06-2020,23,2020,1,7155,165,161.05,,,,146,5,3.3,3.72,0.12,334,12,7.51,0.27,23.59,0.53,0.73,0.02
47,Saskatchewan,Saskatchewan,06-06-2020,23,2020,1,650,5,55.09,,,,11,1,0.93,0.42,0.08,20,4,1.7,0.34,0.71,0.06,0.14,0.01
46,Manitoba,Manitoba,06-06-2020,23,2020,1,300,6,21.68,,,,7,0,0.51,0.43,0,8,0,0.58,0,0.86,0.06,0,0
35,Ontario,Ontario,06-06-2020,23,2020,1,30202,2669,203.71,,,,2384,157,16.08,18,1.06,5162,356,34.82,2.4,381.29,2.57,22.43,0.15
24,Quebec,Québec,06-06-2020,23,2020,1,46020,1680,534.83,,,,4956,454,57.6,19.53,5.28,4441,1032,51.61,11.99,240.07,2.79,64.93,0.75
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,06-06-2020,23,2020,1,261,0,50.14,,,,3,0,0.58,0,0,1,0,0.19,0,0,0,0,0
13,New Brunswick,Nouveau-Brunswick,06-06-2020,23,2020,1,136,7,17.23,,,,1,1,0.13,0.89,0.13,15,1,1.9,0.13,1,0.13,0.14,0.02
12,Nova Scotia,Nouvelle-Écosse,06-06-2020,23,2020,1,1058,3,106.69,,,,61,1,6.12,0.32,0.13,10,4,0.98,0.36,0.45,0.05,0.18,0.02
11,Prince Edward Island,Île-du-Prince-Édouard,06-06-2020,23,2020,1,27,0,16.43,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Yukon,Yukon,06-06-2020,23,2020,1,11,0,25.59,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,06-06-2020,23,2020,1,5,0,10.99,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Nunavut,Nunavut,06-06-2020,23,2020,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,06-06-2020,23,2020,,13,0,,,,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,06-06-2020,23,2020,,88470,4595,231.32,,,,7737,623,20.23,12.01,1.63,10105,1419,26.42,3.71,656.4,1.72,88.99,0.23
59,British Columbia,Colombie-Britannique,13-06-2020,24,2020,1,2709,77,51.95,,,,168,1,3.22,1.48,0.02,136,4,2.61,0.08,11,0.21,0.14,0
48,Alberta,Alberta,13-06-2020,24,2020,1,7374,218,165.96,,,,150,4,3.38,4.91,0.08,383,9,8.63,0.2,31.18,0.7,0.53,0.01
47,Saskatchewan,Saskatchewan,13-06-2020,24,2020,1,664,14,56.28,,,,13,2,1.1,1.19,0.17,19,3,1.61,0.25,2,0.17,0.29,0.02
46,Manitoba,Manitoba,13-06-2020,24,2020,1,303,3,21.9,,,,7,0,0.51,0.22,0,9,0,0.65,0,0.43,0.03,0,0
35,Ontario,Ontario,13-06-2020,24,2020,1,31992,1790,215.78,,,,2479,95,16.72,12.07,0.64,4459,252,30.07,1.7,255.71,1.72,13.57,0.09
24,Quebec,Québec,13-06-2020,24,2020,1,47035,1016,546.63,,,,5185,228,60.26,11.8,2.66,2696,683,31.33,7.94,145.07,1.69,32.64,0.38
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,13-06-2020,24,2020,1,261,0,50.14,,,,3,0,0.58,0,0,0,0,0,0,0,0,0,0
13,New Brunswick,Nouveau-Brunswick,13-06-2020,24,2020,1,157,21,19.89,,,,2,1,0.25,2.66,0.13,28,2,3.55,0.25,3,0.38,0.14,0.02
12,Nova Scotia,Nouvelle-Écosse,13-06-2020,24,2020,1,1060,2,106.89,,,,62,1,6.22,0.2,0.1,5,2,0.52,0.23,0.29,0.03,0.14,0.01
11,Prince Edward Island,Île-du-Prince-Édouard,13-06-2020,24,2020,1,27,0,16.43,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Yukon,Yukon,13-06-2020,24,2020,1,11,0,25.59,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,13-06-2020,24,2020,1,5,0,10.99,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Nunavut,Nunavut,13-06-2020,24,2020,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,13-06-2020,24,2020,,13,0,,,,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,13-06-2020,24,2020,,91611,3141,239.53,,,,8069,332,21.1,8.21,0.87,7736,955,20.23,2.5,448.68,1.17,47.46,0.12
59,British Columbia,Colombie-Britannique,20-06-2020,25,2020,1,2790,81,53.51,,,,168,0,3.22,1.55,0,158,1,3.03,0.02,11.57,0.22,0,0
48,Alberta,Alberta,20-06-2020,25,2020,1,7653,279,172.25,,,,152,2,3.42,6.29,0.05,498,6,11.2,0.13,39.9,0.9,0.29,0.01
47,Saskatchewan,Saskatchewan,20-06-2020,25,2020,1,726,62,61.53,,,,13,0,1.1,5.25,0,76,2,6.44,0.17,8.86,0.75,0,0
46,Manitoba,Manitoba,20-06-2020,25,2020,1,313,10,22.62,,,,7,0,0.51,0.72,0,13,0,0.94,0,1.43,0.1,0,0
35,Ontario,Ontario,20-06-2020,25,2020,1,33301,1309,224.61,,,,2566,87,17.31,8.83,0.59,3099,182,20.9,1.23,187,1.26,12.43,0.08
24,Quebec,Québec,20-06-2020,25,2020,1,47717,682,554.56,,,,5396,211,62.71,7.93,2.45,1698,440,19.73,5.11,97.43,1.13,30.14,0.35
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,20-06-2020,25,2020,1,261,0,50.14,,,,3,0,0.58,0,0,0,0,0,0,0,0,0,0
13,New Brunswick,Nouveau-Brunswick,20-06-2020,25,2020,1,164,7,20.78,,,,2,0,0.25,0.89,0,28,1,3.55,0.13,1,0.13,0,0
12,Nova Scotia,Nouvelle-Écosse,20-06-2020,25,2020,1,1061,1,106.95,,,,63,1,6.32,0.06,0.1,3,2,0.26,0.2,0.08,0.01,0.14,0.01
11,Prince Edward Island,Île-du-Prince-Édouard,20-06-2020,25,2020,1,27,0,16.43,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Yukon,Yukon,20-06-2020,25,2020,1,11,0,25.59,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,20-06-2020,25,2020,1,5,0,10.99,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Nunavut,Nunavut,20-06-2020,25,2020,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,20-06-2020,25,2020,,13,0,,,,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,20-06-2020,25,2020,,94042,2431,245.89,,,,8370,301,21.88,6.36,0.79,5572,633,14.57,1.66,347.27,0.91,43,0.11
59,British Columbia,Colombie-Britannique,27-06-2020,26,2020,1,2878,88,55.19,,,,174,6,3.34,1.69,0.12,169,6,3.24,0.12,12.57,0.24,0.86,0.02
48,Alberta,Alberta,27-06-2020,26,2020,1,7968,315,179.34,,,,154,1,3.46,7.09,0.03,594,3,13.38,0.08,45,1.01,0.2,0
47,Saskatchewan,Saskatchewan,27-06-2020,26,2020,1,777,51,65.86,,,,13,0,1.1,4.32,0,113,0,9.58,0,7.29,0.62,0,0
46,Manitoba,Manitoba,27-06-2020,26,2020,1,322,9,23.27,,,,7,0,0.51,0.65,0,19,0,1.37,0,1.29,0.09,0,0
35,Ontario,Ontario,27-06-2020,26,2020,1,34476,1175,232.53,,,,2618,52,17.66,7.93,0.35,2484,139,16.75,0.94,167.86,1.13,7.43,0.05
24,Quebec,Québec,27-06-2020,26,2020,1,48218,501,560.38,,,,5448,52,63.32,5.82,0.6,1183,263,13.75,3.06,71.57,0.83,7.43,0.09
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,27-06-2020,26,2020,1,261,0,50.14,,,,3,0,0.58,0,0,0,0,0,0,0,0,0,0
13,New Brunswick,Nouveau-Brunswick,27-06-2020,26,2020,1,165,1,20.91,,,,2,0,0.25,0.13,0,8,0,1.01,0,0.14,0.02,0,0
12,Nova Scotia,Nouvelle-Écosse,27-06-2020,26,2020,1,1061,0,106.95,,,,63,0,6.35,0,0.03,1,1,0.06,0.13,0,0,0.04,0
11,Prince Edward Island,Île-du-Prince-Édouard,27-06-2020,26,2020,1,27,0,16.43,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
60,Yukon,Yukon,27-06-2020,26,2020,1,11,0,25.59,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,27-06-2020,26,2020,1,5,0,10.99,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Nunavut,Nunavut,27-06-2020,26,2020,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,27-06-2020,26,2020,,13,0,,,,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,27-06-2020,26,2020,,96182,2140,251.48,,,,8482,112,22.18,5.6,0.29,4571,413,11.95,1.08,305.71,0.8,15.96,0.04
59,British Columbia,Colombie-Britannique,04-07-2020,27,2020,1,2947,69,56.52,,,,177,3,3.39,1.32,0.06,157,9,3.01,0.17,9.86,0.19,0.43,0.01
48,Alberta,Alberta,04-07-2020,27,2020,1,8295,328,186.71,,,,156,2,3.5,7.37,0.05,643,4,14.46,0.08,46.8,1.05,0.31,0.01
47,Saskatchewan,Saskatchewan,04-07-2020,27,2020,1,796,19,67.47,,,,14,1,1.19,1.61,0.08,70,1,5.93,0.08,2.71,0.23,0.14,0.01
46,Manitoba,Manitoba,04-07-2020,27,2020,1,325,3,23.49,,,,7,0,0.51,0.22,0,12,0,0.87,0,0.43,0.03,0,0
35,Ontario,Ontario,04-07-2020,27,2020,1,35656,1180,240.49,,,,2651,33,17.88,7.96,0.22,2355,85,15.88,0.57,168.57,1.14,4.71,0.03
24,Quebec,Québec,04-07-2020,27,2020,1,48714,496,566.14,,,,5567,119,64.7,5.76,1.38,996,171,11.58,1.99,70.79,0.82,17,0.2
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,04-07-2020,27,2020,1,261,0,50.14,,,,3,0,0.58,0,0,0,0,0,0,0,0,0,0
13,New Brunswick,Nouveau-Brunswick,04-07-2020,27,2020,1,165,0,20.91,,,,2,0,0.25,0,0,1,0,0.13,0,0,0,0,0
12,Nova Scotia,Nouvelle-Écosse,04-07-2020,27,2020,1,1064,3,107.24,,,,63,0,6.35,0.29,0,3,0,0.29,0.03,0.41,0.04,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,04-07-2020,27,2020,1,30,3,18.17,,,,0,0,0,1.74,0,3,0,1.74,0,0.41,0.25,0,0
60,Yukon,Yukon,04-07-2020,27,2020,1,11,0,25.59,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
61,Northwest Territories,Territoires du Nord-Ouest,04-07-2020,27,2020,1,5,0,10.99,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
62,Nunavut,Nunavut,04-07-2020,27,2020,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0
99,Repatriated travellers,Voyageurs rapatriés,04-07-2020,27,2020,,13,0,,,,,0,0,,,,0,0,,,0,,0,
1,Canada,Canada,04-07-2020,27,2020,,98282,2100,256.97,,,,8640,158,22.59,5.49,0.41,4240,270,11.09,0.71,299.97,0.78,22.59,0.06
59,British Columbia,Colombie-Britannique,11-07-2020,28,2020,1,3053,106,58.55,,,,187,10,3.59,2.03,0.19,175,13,3.36,0.25,15.14,0.29,1.43,0.03
48,Alberta,Alberta,11-07-2020,28,2020,1,8708,413,196,,,,160,5,3.61,9.29,0.11,740,7,16.66,0.15,58.94,1.33,0.67,0.02
47,Saskatchewan,Saskatchewan,11-07-2020,28,2020,1,815,19,69.08,,,,15,1,1.27,1.61,0.08,38,2,3.22,0.17,2.71,0.23,0.14,0.01
46,Manitoba,Manitoba,11-07-2020,28,2020,1,325,0,23.49,,,,7,0,0.51,0,0,3,0,0.22,0,0,0,0,0
35,Ontario,Ontario,11-07-2020,28,2020,1,36594,938,246.82,,,,2680,29,18.08,6.33,0.2,2118,62,14.29,0.42,134,0.9,4.14,0.03
24,Quebec,Québec,11-07-2020,28,2020,1,49388,674,573.98,,,,5620,52,65.31,7.84,0.61,1170,172,13.6,1.99,96.36,1.12,7.5,0.09
10,Newfoundland and Labrador,Terre-Neuve-et-Labrador,11-07-2020,28,2020,1,262,1,50.33,,,,3,0,0.58,0.19,0,1,0,0.19,0,0.14,0.03,0,0
13,New Brunswick,Nouveau-Brunswick,11-07-2020,28,2020,1,166,1,21.03,,,,2,0,0.25,0.13,0,1,0,0.13,0,0.14,0.02,0,0
12,Nova Scotia,Nouvelle-Écosse,11-07-2020,28,2020,1,1066,2,107.42,,,,63,0,6.35,0.19,0,5,0,0.48,0,0.27,0.03,0,0
11,Prince Edward Island,Île-du-Prince-Édouard,11-07-2020,28,2020,1,34,4,20.87,,,,0,0,0,2.7,0,7,0,4.43,0,0.63,0.39,0,0
